loggingTime,loggingSample,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationFloor,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionMagneticFieldCalibrationAccuracy,IP_en0,IP_pdp_ip0,deviceOrientation,state
2015-03-01 11:11:36.322,1,1425237093.846159,37.74684690664336,-122.4445761120923,168.93,-1,-1,23.14224837106302,65,-9999,1425237096.111823,-0.3829879760742188,-40.30474853515625,7.414955139160156,191.2089233398438,177.4373016357422,10,180546.707809875,0.0569915771484375,-0.94561767578125,-0.356964111328125,180546.66808875,-0.1215461395189984,0.3947055072639898,0.01104785746608471,180546.66808875,1.309834086973981,0.06806894294940206,1.226566805559807,-0.1437748223543167,0.411652535200119,0.04373223334550858,-0.046009611338377,-0.009241035208106041,0.007984969764947891,XTrueNorthZVertical,0.4392588316954212,0.3724335872295614,0.5133382355669777,0.6362614763874043,0.0229535810649395,-0.9413357377052307,-0.3366898000240326,-0.284152090549469,-41.03973388671875,8.47944164276123,2,0.0.0.0,10.83.46.32,1,0
2015-03-01 11:11:36.423,2,1425237093.846159,37.74684690664336,-122.4445761120923,168.93,-1,-1,23.14224837106302,65,-9999,1425237096.215454,-0.1101455688476562,-39.99888610839844,7.614662170410156,192.0645599365234,178.2929382324219,10,180546.7568567917,0.01556396484375,-0.9424896240234375,-0.333038330078125,180546.7198565833,0.02727503062015553,-0.04253041629245643,-0.007538077465469284,180546.7198565833,1.308544823336717,0.07644426636556123,1.223965047198856,0.004965277388691902,-0.02566179633140564,0.02506976015865803,0.02462330460548401,-0.0007533434545621276,-0.01167460717260838,XTrueNorthZVertical,0.4364857167316649,0.3741883540415563,0.5151865821571179,0.6356461192385162,0.02595958113670349,-0.9404545426368713,-0.3389265835285187,-0.4163246154785156,-41.08671569824219,8.243167877197266,2,0.0.0.0,10.83.46.32,1,0
2015-03-01 11:11:36.538,3,1425237093.846159,37.74684690664336,-122.4445761120923,168.93,-1,-1,23.14224837106302,65,-9999,1425237096.319017,-0.1783599853515625,-40.54266357421875,7.681228637695312,191.6437072753906,177.8720855712891,10,180546.8059363333,0.0491180419921875,-0.9390411376953125,-0.3513031005859375,180546.7716275,-0.01011521845233896,0.04628520711335914,-0.009713081127736998,180546.7716275,1.31203828797791,0.07272265070459265,1.223856474566092,-0.03242390975356102,0.06315325200557709,0.02289563044905663,-0.01120144035667181,-0.004406588152050972,0.006053842138499022,XTrueNorthZVertical,0.4367555376659863,0.373742231346501,0.5155019368680045,0.6354675494943647,0.02470546774566174,-0.9404176473617554,-0.3391226828098297,-0.4564102292060852,-41.08621597290039,8.243529319763184,2,0.0.0.0,10.83.46.32,1,0
2015-03-01 11:11:36.542,4,1425237093.846159,37.74684690664336,-122.4445761120923,168.93,-1,-1,23.14224837106302,65,-9999,1425237096.319017,-0.1783599853515625,-40.54266357421875,7.681228637695312,191.6437072753906,177.8720855712891,10,180546.8549833334,0.0339508056640625,-0.9397125244140625,-0.3461456298828125,180546.8233984167,-0.02956881126704078,0.01379623971104649,-0.01375069965640613,180546.8233984167,1.314509709158849,0.07483245439162367,1.221318574710941,-0.05187774449586868,0.0306647066026926,0.01885613799095154,0.03287243098020554,0.0008157005067914724,-0.01403528358787298,XTrueNorthZVertical,0.4349097568507805,0.3743382707700398,0.5171606138856932,0.6350347789114134,0.02559924870729446,-0.9395516514778137,-0.3414487242698669,-0.5191530585289001,-41.10141372680664,8.163679122924805,2,0.0.0.0,10.83.46.32,1,0
2015-03-01 11:11:36.546,5,1425237093.846159,37.74684690664336,-122.4445761120923,168.93,-1,-1,23.14224837106302,65,-9999,1425237096.371347,-0.3829879760742188,-40.74656677246094,7.847640991210938,191.1417846679688,177.3701629638672,10,180546.904061125,0.03216552734375,-0.9342193603515625,-0.3350677490234375,180546.87516625,-0.01096077209843912,-0.01873320773983538,-0.0362040771229732,180546.87516625,1.313268427960217,0.07574200127200392,1.219816632097771,-0.03332159668207169,-0.001939922105520964,-0.003678434761241078,0.008575120940804482,0.001917796675115824,0.007291250862181187,XTrueNorthZVertical,0.4344099116286632,0.3739946758679263,0.517208308200267,0.6355403099557436,0.02601655386388302,-0.9390363097190857,-0.3428320288658142,-0.5286183953285217,-41.11748123168945,8.08174991607666,2,0.0.0.0,10.83.46.32,1,0
2015-03-01 11:11:36.550,6,1425237093.846159,37.74684690664336,-122.4445761120923,168.93,-1,-1,23.14224837106302,65,-9999,1425237096.371347,-0.3829879760742188,-40.74656677246094,7.847640991210938,191.1417846679688,177.3701629638672,10,180546.9531015,0.0356597900390625,-0.9328460693359375,-0.3411712646484375,180546.9269371667,-0.01346254562645956,-0.01141910212204176,-0.03760729670133595,180546.9269371667,1.309961020637457,0.07944671552859676,1.218187266262233,-0.03582069277763367,0.005376229528337717,-0.00508747436106205,0.01110532507300377,0.003675681073218584,0.001209943322464824,XTrueNorthZVertical,0.4335303243647741,0.3740620782029014,0.5172243725147199,0.6360879471678881,0.02740785852074623,-0.9384748935699463,-0.344258040189743,-0.4893680810928345,-41.12945175170898,8.023107528686523,2,0.0.0.0,10.83.46.32,1,0
2015-03-01 11:11:36.561,7,1425237093.846159,37.74684690664336,-122.4445761120923,168.93,-1,-1,23.14224837106302,65,-9999,1425237096.42169,-0.9627456665039062,-40.50865173339844,7.747787475585938,189.7753601074219,176.0037384033203,10,180547.0021809583,0.034393310546875,-0.949005126953125,-0.3511505126953125,180546.9787080833,0.00130707946301089,-0.01643276919022493,-0.03506104838311119,180546.9787080833,1.30801427147498,0.0806359877165763,1.217130914119662,-0.02104952186346054,0.000364209758117795,-0.002546037780120969,-0.002491209423169494,-0.006928298622369766,0.006757947150617838,XTrueNorthZVertical,0.4332359573368958,0.3737646740746255,0.517032653446551,0.6366189735651103,0.02789709344506264,-0.9381095170974731,-0.3452131450176239,-0.43797767162323,-41.14291381835938,7.956765174865723,2,0.0.0.0,10.83.46.32,1,0
2015-03-01 11:11:36.627,8,1425237093.846159,37.74684690664336,-122.4445761120923,168.93,-1,-1,23.14224837106302,65,-9999,1425237096.477291,-0.9968490600585938,-40.16880798339844,7.181968688964844,189.4963073730469,175.7246856689453,10,180547.0512178333,0.02685546875,-0.927215576171875,-0.3399505615234375,180547.0304759583,0.03096617189100535,-0.04583779605022583,-0.03070198631086949,180546.9787080833,1.30801427147498,0.0806359877165763,1.217130914119662,-0.02104952186346054,0.000364209758117795,-0.002546037780120969,-0.002491209423169494,-0.006928298622369766,0.006757947150617838,XTrueNorthZVertical,0.4332359573368958,0.3737646740746255,0.517032653446551,0.6366189735651103,0.02789709344506264,-0.9381095170974731,-0.3452131450176239,-0.43797767162323,-41.14291381835938,7.956765174865723,2,0.0.0.0,10.83.46.32,1,0
2015-03-01 11:11:36.655,9,1425237093.846159,37.74684690664336,-122.4445761120923,168.93,-1,-1,23.14224837106302,65,-9999,1425237096.604257,-0.1442718505859375,-40.47467041015625,7.215255737304688,189.5552520751953,175.7836303710938,10,180547.1004144167,0.0584259033203125,-0.9368133544921875,-0.3623046875,180547.082246875,0.00996794564405758,-0.02523931028289896,-0.0189523858975489,180547.082246875,1.307747640812973,0.07947424181883178,1.217036082200147,-0.01246972940862179,-0.00849220622330904,0.01348609570413828,0.002175257541239262,0.0008208357612602413,0.0003633010492194444,XTrueNorthZVertical,0.4335544799808449,0.3733142252797687,0.5167112546352323,0.6369273035240312,0.02750308625400066,-0.9380766749382019,-0.345333993434906,-0.4092235565185547,-41.14543151855469,7.945284843444824,2,0.0.0.0,10.83.46.32,1,0
2015-03-01 11:11:36.714,10,1425237093.846159,37.74684690664336,-122.4445761120923,168.93,-1,-1,23.14224837106302,65,-9999,1425237096.656229,-0.3659439086914062,-40.96743774414062,7.598014831542969,189.6018524169922,175.8302307128906,10,180547.1493525,0.0248565673828125,-0.9402618408203125,-0.3445281982421875,180547.1340178333,0.02683880483360055,-0.1710654894601498,-0.00184583695153392,180547.1340178333,1.304533117295253,0.07949418611407592,1.215099806554726,0.004394529387354851,-0.1543143093585968,0.03057975508272648,0.009516247548162937,0.0002551098295953125,-0.006509506609290838,XTrueNorthZVertical,0.433504456752226,0.3721587863625869,0.5160015469407614,0.6382115917253695,0.02765416167676449,-0.9374041557312012,-0.3471434414386749,-0.366018533706665,-41.15640258789062,7.890358924865723,2,0.0.0.0,10.83.46.32,1,0
