loggingTime,loggingSample,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationFloor,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionMagneticFieldCalibrationAccuracy,IP_en0,IP_pdp_ip0,deviceOrientation,state
2015-02-27 20:26:10.310,1,1425097570.073702,37.7874965157336,-122.3969322009846,17.17057,0.2697802,-1,10,200,-9999,1425097570.265945,8.936050415039062,-31.93075561523438,2.777290344238281,227.8122711181641,214.0389709472656,10,139597.5454198333,-0.263824462890625,-0.8472747802734375,-0.42901611328125,139597.5302294584,-0.05991766241736576,-0.04515496154672952,-0.02444009563976618,139597.5302294584,-2.686253010391472,-0.5813948062917658,1.03386573620525,-0.06396085023880005,-0.03781644627451897,-0.001561534008942544,0.0005462400149554014,0.0008995536481961608,-0.007781707216054201,XTrueNorthZVertical,0.1358720493339773,0.5175024543048339,0.8433452697458598,-0.04998732822741201,-0.2809112370014191,-0.8592827320098877,-0.4274599850177765,9.82185173034668,-35.55105972290039,3.205977439880371,2,10.3.35.51,10.83.46.32,1,0
2015-02-27 20:26:10.312,2,1425097570.073702,37.7874965157336,-122.3969322009846,17.17057,0.2697802,-1,10,200,-9999,1425097570.265945,8.936050415039062,-31.93075561523438,2.777290344238281,227.8122711181641,214.0389709472656,10,139597.594419625,-0.2817230224609375,-0.850738525390625,-0.4396514892578125,139597.5820126667,-0.02438789768240062,-0.03721714360163934,-0.08708829712279018,139597.5302294584,-2.686253010391472,-0.5813948062917658,1.03386573620525,-0.06396085023880005,-0.03781644627451897,-0.001561534008942544,0.0005462400149554014,0.0008995536481961608,-0.007781707216054201,XTrueNorthZVertical,0.1358720493339773,0.5175024543048339,0.8433452697458598,-0.04998732822741201,-0.2809112370014191,-0.8592827320098877,-0.4274599850177765,9.82185173034668,-35.55105972290039,3.205977439880371,2,10.3.35.51,10.83.46.32,1,0
2015-02-27 20:26:10.361,3,1425097570.073702,37.7874965157336,-122.3969322009846,17.17057,0.2697802,-1,10,200,-9999,1425097570.318562,8.578105926513672,-31.91377258300781,2.560920715332031,227.8235778808594,214.0502777099609,10,139597.6434302917,-0.27825927734375,-0.8486480712890625,-0.4372711181640625,139597.633796125,-0.04262549114337225,-0.06630738482079288,-0.0765355213033512,139597.633796125,-2.699401286831146,-0.572794812000089,1.032014637619739,-0.0466773584485054,-0.05896542221307755,-0.05365874990820885,-0.002049762522801757,0.00973212718963623,-0.01452849619090557,XTrueNorthZVertical,0.1359375089106994,0.5156772230113752,0.8446246307482929,-0.04698094783540804,-0.2780863344669342,-0.8583344221115112,-0.431196004152298,9.973899841308594,-35.52595138549805,3.008792877197266,2,10.3.35.51,10.83.46.32,1,0
2015-02-27 20:26:10.393,4,1425097570.073702,37.7874965157336,-122.3969322009846,17.17057,0.2697802,-1,10,200,-9999,1425097570.370404,8.680377960205078,-32.25361633300781,2.760650634765625,227.7974548339844,214.0241546630859,10,139597.692435,-0.297882080078125,-0.8592529296875,-0.44091796875,139597.6855804583,-0.03547943099036264,-0.02895894737741263,-0.06648208818830208,139597.633796125,-2.699401286831146,-0.572794812000089,1.032014637619739,-0.0466773584485054,-0.05896542221307755,-0.05365874990820885,-0.002049762522801757,0.00973212718963623,-0.01452849619090557,XTrueNorthZVertical,0.1359375089106994,0.5156772230113752,0.8446246307482929,-0.04698094783540804,-0.2780863344669342,-0.8583344221115112,-0.431196004152298,9.973899841308594,-35.52595138549805,3.008792877197266,2,10.3.35.51,10.83.46.32,1,0
2015-02-27 20:26:10.460,5,1425097570.073702,37.7874965157336,-122.3969322009846,17.17057,0.2697802,-1,10,200,-9999,1425097570.422568,8.680377960205078,-32.38954162597656,3.126815795898438,227.7494506835938,213.9761505126953,10,139597.7414579583,-0.277313232421875,-0.8496551513671875,-0.431396484375,139597.7373639584,-0.04870495527980514,-0.075991437492648,-0.0738334780613568,139597.6855804583,-2.705458788813602,-0.5702501036261309,1.030270731858707,-0.03953174129128456,-0.02161969430744648,-0.04360098391771317,-0.03151509165763855,-0.002775897737592459,-0.002843052381649613,XTrueNorthZVertical,0.1366993430599315,0.5145216190635464,0.8452939242816067,-0.04537571689334288,-0.277795821428299,-0.857438325881958,-0.433161586523056,10.07592964172363,-35.51155853271484,2.833639144897461,2,10.3.35.51,10.83.46.32,1,0
2015-02-27 20:26:10.492,6,1425097570.073702,37.7874965157336,-122.3969322009846,17.17057,0.2697802,-1,10,200,-9999,1425097570.473334,9.10650634765625,-32.54248046875,2.744010925292969,227.7419891357422,213.9686889648438,10,139597.7904702917,-0.2655029296875,-0.8548583984375,-0.4307098388671875,139597.789147125,-0.05003999793426187,-0.058951201257776,-0.0779307513984437,139597.7373639584,-2.711474096910942,-0.5690625118569349,1.028743962450768,-0.05275895446538925,-0.06865350157022476,-0.05094950273633003,0.0004746924387291074,0.00582160335034132,0.002952861366793513,XTrueNorthZVertical,0.1379833564236531,0.5134820835415842,0.8458211215294944,-0.04339763350942424,-0.2779862880706787,-0.8566516637802124,-0.4345934987068176,10.09833717346191,-35.51434326171875,2.716564178466797,2,10.3.35.51,10.83.46.32,1,0
2015-02-27 20:26:10.562,7,1425097570.073702,37.7874965157336,-122.3969322009846,17.17057,0.2697802,-1,10,200,-9999,1425097570.525421,9.430362701416016,-32.38954162597656,2.7939453125,227.7565765380859,213.9832763671875,10,139597.8395922917,-0.270751953125,-0.8602447509765625,-0.429351806640625,139597.8409317083,-0.03166578430936916,-0.05069833135572945,-0.07327927423851131,139597.789147125,-2.718891669827578,-0.5651482980728739,1.027857145066732,-0.05409301817417145,-0.0516134575009346,-0.05504737421870232,0.004106802865862846,0.004310905002057552,0.008661568164825439,XTrueNorthZVertical,0.1383680958431302,0.5125372625300525,0.8464305847690655,-0.04141341239523488,-0.2766897976398468,-0.8561938405036926,-0.4363196492195129,10.1983814239502,-35.49503707885742,2.592342376708984,2,10.3.35.51,10.83.46.32,1,0
2015-02-27 20:26:10.594,8,1425097570.073702,37.7874965157336,-122.3969322009846,17.17057,0.2697802,-1,10,200,-9999,1425097570.577714,9.276962280273438,-32.20260620117188,2.710716247558594,227.7655792236328,213.9922790527344,10,139597.8884915417,-0.272430419921875,-0.8587799072265625,-0.4295806884765625,139597.8409317083,-0.03166578430936916,-0.05069833135572945,-0.07327927423851131,139597.8409317083,-2.725065311609089,-0.5624926294881961,1.028242484180428,-0.03571493178606033,-0.04336096346378326,-0.05039799585938454,0.004602194298058748,-0.003851887537166476,0.007421974092721939,XTrueNorthZVertical,0.1387662867687649,0.512207992196225,0.8466600548804164,-0.03941602268601722,-0.2753541469573975,-0.8563928604125977,-0.4367737770080566,10.32621192932129,-35.46662902832031,2.472319602966309,2,10.3.35.51,10.83.46.32,1,0
2015-02-27 20:26:10.647,9,1425097570.073702,37.7874965157336,-122.3969322009846,17.17057,0.2697802,-1,10,200,-9999,1425097570.628604,9.294002532958984,-32.04965209960938,2.228050231933594,227.8015441894531,214.0282440185547,10,139597.9375075417,-0.2739105224609375,-0.8556671142578125,-0.42486572265625,139597.9444984167,-0.01541783849879573,-0.09580535600283754,-0.06483066199634394,139597.8927149167,-2.731150854901859,-0.5605571641701669,1.028801216791463,-0.03423258289694786,-0.08351065218448639,-0.04082760214805603,0.001823413535021245,-0.002098690019920468,0.007319878786802292,XTrueNorthZVertical,0.139419807590371,0.5119685865990936,0.8467958957278071,-0.03724212069021303,-0.2742538452148438,-0.856681227684021,-0.4369005560874939,10.43477058410645,-35.43912124633789,2.410173416137695,2,10.3.35.51,10.83.46.32,1,0
2015-02-27 20:26:10.692,10,1425097570.073702,37.7874965157336,-122.3969322009846,17.17057,0.2697802,-1,10,200,-9999,1425097570.68032,9.481498718261719,-31.69282531738281,1.745384216308594,227.8893432617188,214.1160430908203,10,139597.9865101667,-0.27911376953125,-0.87225341796875,-0.41864013671875,139597.9444984167,-0.01541783849879573,-0.09580535600283754,-0.06483066199634394,139597.9444984167,-2.735445605844793,-0.5617343769236105,1.029320471823383,-0.01946253329515457,-0.0884680449962616,-0.04195258021354675,0.0006204646779224277,0.001281843171454966,0.01133514847606421,XTrueNorthZVertical,0.1409388404331721,0.5118943324583124,0.8466834536990598,-0.03503635075769893,-0.2745309770107269,-0.8569489717483521,-0.4362008571624756,10.51578426361084,-35.42021942138672,2.334757804870605,2,10.3.35.51,10.83.46.32,1,0
