loggingTime,loggingSample,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationFloor,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionMagneticFieldCalibrationAccuracy,activityTimestamp_sinceReboot,activity,activityActivityConfidence,activityActivityStartDate,pedometerStartDate,pedometerNumberofSteps,pedometerDistance,pedometerFloorAscended,pedometerFloorDescended,pedometerEndDate,altimeterTimestamp_sinceReboot,altimeterReset,altimeterRelativeAltitude,altimeterPressure,IP_en0,IP_pdp_ip0,deviceOrientation,state
2015-02-11 00:12:42.215,1,1423642362.06683,37.77922205164822,-122.4387281109788,61.19797,0,-1,6,10,-9999,1423642362.09774,-1.889080047607422,-41.86026000976562,-26.82666015625,174.6048278808594,160.8221130371094,25,321163.3761826667,0.12615966796875,-0.43988037109375,-0.849761962890625,321163.3467876667,-0.4556231866706804,-0.962984136470548,-0.01898407751452084,321163.3467876667,1.865427224986551,0.1776097138119353,0.4372149464446863,-0.4375223517417908,-0.9674772024154663,-0.02848807722330093,0.01261032279580832,-0.06368828564882278,-0.02544652111828327,XTrueNorthZVertical,0.05912885358917223,0.2250828312083726,0.7924893828880528,0.5637393804441478,0.1600581407546997,-0.4234180450439453,-0.8916829824447632,-2.988439559936523,-40.77897262573242,-26.51931571960449,1,321163.1934046667,unknown,1,2015-02-11 00:12:41.985,null,0,0,0,0,null,0,0.09265327,101.1223,192.168.1.3,10.42.194.158,5,0
2015-02-11 00:12:42.310,2,1423642362.06683,37.77922205164822,-122.4387281109788,61.19797,0,-1,6,10,-9999,1423642362.215748,-2.585216522216797,-41.30524444580078,-27.83209228515625,174.4525756835938,160.6698608398438,25,321163.4753916667,0.0768280029296875,-0.44183349609375,-0.865264892578125,321163.4467366667,0.1237863906279731,-0.2281170579123723,0.05421397031074305,321163.4467366667,1.872283532196904,0.1245290038066608,0.425092814452136,0.1418910175561905,-0.2326122671365738,0.04471205547451973,-0.0166411567479372,-0.006951962132006884,0.0246582068502903,XTrueNorthZVertical,0.07584939939520907,0.2056061890821574,0.7934125097702804,0.5678640385232264,0.1131529957056046,-0.4124053418636322,-0.9039459228515625,-4.58954381942749,-40.21427154541016,-27.14549446105957,1,321163.1934046667,unknown,1,2015-02-11 00:12:41.985,null,0,0,0,0,null,0,0.09265327,101.1223,192.168.1.3,10.42.194.158,5,0
2015-02-11 00:12:42.408,3,1423642362.06683,37.77922205164822,-122.4387281109788,61.19797,0,-1,6,10,-9999,1423642362.334529,-3.803455352783203,-41.06240844726562,-27.99981689453125,176.2305145263672,162.4477996826172,25,321163.5745776667,0.06610107421875,-0.40765380859375,-0.8919677734375,321163.5466866667,-0.05868461883265907,-0.06361839106813987,-0.007220894979640846,321163.5466866667,1.878349418382387,0.1059637145464345,0.4137611412129841,-0.0405767410993576,-0.06812559068202972,-0.01671572029590607,-0.0246817022562027,0.01780909486114979,-0.008206394501030445,XTrueNorthZVertical,0.07928509444818019,0.1961481957319276,0.795175950336542,0.5682736844173017,0.0968405157327652,-0.4020559191703796,-0.9104795455932617,-5.301915168762207,-39.99787139892578,-27.33475875854492,1,321163.1934046667,unknown,1,2015-02-11 00:12:41.985,null,0,0,0,0,null,0,0.09265327,101.1223,192.168.1.3,10.42.194.158,5,0
2015-02-11 00:12:42.508,4,1423642362.06683,37.77922205164822,-122.4387281109788,61.19797,0,-1,6,10,-9999,1423642362.452114,-5.021690368652344,-41.37461853027344,-28.4354248046875,175.7163543701172,161.9336395263672,25,321163.6737756667,0.085418701171875,-0.3664398193359375,-0.9008941650390625,321163.6466406667,0.2504434025949426,0.1375338944910711,-0.06590311696731885,321163.6466406667,1.880865670679332,0.1010639420501992,0.4162991329806367,0.26854407787323,0.1330209672451019,-0.07539583742618561,-0.0279439240694046,0.04370645061135292,0.0643591433763504,XTrueNorthZVertical,0.08172953504886989,0.1958515040390549,0.7955202957678806,0.5675473053174549,0.0922749787569046,-0.4043784439563751,-0.9099249243736267,-5.604756355285645,-39.8828239440918,-27.44223785400391,1,321163.1934046667,unknown,1,2015-02-11 00:12:41.985,null,0,0,0,0,null,0,0.09265327,101.1223,192.168.1.3,10.42.194.158,5,0
2015-02-11 00:12:42.618,5,1423642362.06683,37.77922205164822,-122.4387281109788,61.19797,0,-1,6,10,-9999,1423642362.570901,-3.768653869628906,-40.54206085205078,-28.36846923828125,176.5817108154297,162.7989959716797,25,321163.7729656667,0.0968017578125,-0.406829833984375,-0.9193572998046875,321163.7465826667,-0.5230006296174671,-0.2267071804312843,-0.547095845896068,321163.6466406667,1.880865670679332,0.1010639420501992,0.4162991329806367,0.26854407787323,0.1330209672451019,-0.07539583742618561,-0.0279439240694046,0.04370645061135292,0.0643591433763504,XTrueNorthZVertical,0.08172953504886989,0.1958515040390549,0.7955202957678806,0.5675473053174549,0.0922749787569046,-0.4043784439563751,-0.9099249243736267,-5.604756355285645,-39.8828239440918,-27.44223785400391,1,321163.1934046667,unknown,1,2015-02-11 00:12:41.985,null,0,0,0,0,null,0,0.09265327,101.1223,192.168.1.3,10.42.194.158,5,0
2015-02-11 00:12:42.707,6,1423642362.06683,37.77922205164822,-122.4387281109788,61.19797,0,-1,6,10,-9999,1423642362.689571,-1.401786804199219,-41.86026000976562,-28.033203125,180.58203125,166.79931640625,25,321163.8722160417,0.137908935546875,-0.3954620361328125,-0.9386444091796875,321163.8466090417,0.6579717641915549,0.1372827584002766,0.002152899425220056,321163.7465826667,1.846348159837128,0.1138170703946298,0.4140136287584548,-0.5049138069152832,-0.2313028424978256,-0.5565956830978394,-0.05148600786924362,-0.06922475248575211,-0.007676805835217237,XTrueNorthZVertical,0.07940197399340576,0.1972316064685067,0.7862829494805675,0.5801328783798819,0.1039762422442436,-0.402287095785141,-0.9095900654792786,-4.399913311004639,-40.25224304199219,-27.12060165405273,1,321163.1934046667,unknown,1,2015-02-11 00:12:41.985,null,0,0,0,0,null,0,0.09265327,101.1223,192.168.1.3,10.42.194.158,5,0
2015-02-11 00:12:42.806,7,1423642362.06683,37.77922205164822,-122.4387281109788,61.19797,0,-1,6,10,-9999,1423642362.689571,-1.401786804199219,-41.86026000976562,-28.033203125,180.58203125,166.79931640625,25,321163.9714010417,0.090606689453125,-0.3866424560546875,-0.8771514892578125,321163.9465340417,-0.563903854483885,-0.6778136458931903,-0.6445749986440203,321163.8466090417,1.79927333797188,0.1460097679162203,0.4267132063666349,0.6760562658309937,0.1326879560947418,-0.007347386330366135,0.0215004738420248,0.008363394998013973,-0.04668203368782997,XTrueNorthZVertical,0.07550589327862217,0.2097058561874118,0.7729109191419672,0.5940799931973867,0.1324454545974731,-0.4138809740543365,-0.9006446003913879,-2.383138656616211,-40.58191299438477,-26.88044357299805,1,321163.1934046667,unknown,1,2015-02-11 00:12:41.985,null,0,0,0,0,null,0,0.09265327,101.1223,192.168.1.3,10.42.194.158,5,0
2015-02-11 00:12:42.905,8,1423642362.06683,37.77922205164822,-122.4387281109788,61.19797,0,-1,6,10,-9999,1423642362.808994,-1.436603546142578,-42.10308074951172,-26.52490234375,181.8565979003906,168.0738830566406,25,321164.0705970417,0.11322021484375,-0.3688201904296875,-0.9368133544921875,321164.0464980417,-1.097037812049104,-0.05157957136043667,-0.3014804880413301,321163.9465340417,1.790031015209739,0.1024701996264722,0.4328615894697561,-0.5458196401596069,-0.6824081540107727,-0.6540752053260803,0.01448899880051613,0.1752227395772934,0.0003279911179561168,XTrueNorthZVertical,0.09512330818500964,0.1986148005468622,0.7678955622193357,0.6015314921539068,0.09285657852888107,-0.4194701910018921,-0.903007447719574,-3.247915744781494,-41.34311676025391,-25.59935569763184,1,321163.1934046667,unknown,1,2015-02-11 00:12:41.985,null,0,0,0,0,null,0,0.09265327,101.1223,192.168.1.3,10.42.194.158,5,0
2015-02-11 00:12:43.023,9,1423642362.06683,37.77922205164822,-122.4387281109788,61.19797,0,-1,6,10,-9999,1423642362.931997,1.13909912109375,-39.60542297363281,-30.68109130859375,188.3594818115234,174.5767669677734,25,321164.1697520417,0.08416748046875,-0.257904052734375,-0.9857025146484375,321164.1464500417,0.03041569649368597,0.3929177272242196,0.1668465096612463,321164.1464500417,1.723715600799754,0.1027750522499859,0.2976804029671738,0.04849142953753471,0.388327568769455,0.1573438197374344,0.006639006547629833,0.04792683199048042,-0.0007311615045182407,XTrueNorthZVertical,0.05785674425834234,0.1454826848288116,0.754629009083042,0.6371989151705739,0.09808206558227539,-0.2933034300804138,-0.9509747624397278,-1.081036329269409,-37.55424499511719,-31.04254341125488,1,321163.1934046667,unknown,1,2015-02-11 00:12:41.985,null,0,0,0,0,null,0,0.09265327,101.1223,192.168.1.3,10.42.194.158,5,0
2015-02-11 00:12:43.104,10,1423642363.056409,37.77922205164822,-122.4387281109788,61.16891,0,-1,6,10,-9999,1423642363.045754,0.8606491088867188,-38.49535369873047,-31.9547119140625,186.8025207519531,173.0198059082031,25,321164.2689540417,0.08782958984375,-0.2225189208984375,-0.94158935546875,321164.2463960417,-0.4418229522179988,-0.5109668699158351,-0.4713816434728972,321164.1464500417,1.723715600799754,0.1027750522499859,0.2976804029671738,0.04849142953753471,0.388327568769455,0.1573438197374344,0.006639006547629833,0.04792683199048042,-0.0007311615045182407,XTrueNorthZVertical,0.05785674425834234,0.1454826848288116,0.754629009083042,0.6371989151705739,0.09808206558227539,-0.2933034300804138,-0.9509747624397278,-1.081036329269409,-37.55424499511719,-31.04254341125488,1,321163.1934046667,unknown,1,2015-02-11 00:12:41.985,null,0,0,0,0,null,0,0.09265327,101.1223,192.168.1.3,10.42.194.158,5,0
