loggingTime,loggingSample,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationFloor,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,IP_en0,IP_pdp_ip0,deviceOrientation,state
2015-02-08 20:57:00.315,1,1423457820.180432,37.77932808272334,-122.4389182125427,62.05655,0,175.4296875,4,10,-9999,1423457820.264197,13.52329444885254,-16.5225830078125,-38.75213623046875,345.8386840820312,332.0548706054688,15,1778.6016295,0.0529937744140625,-0.8194427490234375,-0.5850067138671875,1778.589329375,-0.03887096663857854,-0.0668360222971736,0.03355982447663352,192.168.1.8,10.227.79.254,1,0
2015-02-08 20:57:00.366,2,1423457820.180432,37.77932808272334,-122.4389182125427,62.05655,0,175.4296875,4,10,-9999,1423457820.316085,13.26751613616943,-16.70953369140625,-38.66892242431641,345.8992004394531,332.1153869628906,15,1778.660519416667,0.037841796875,-0.8227996826171875,-0.5462646484375,1778.661815708334,0.008053399136399617,-0.1105187883933073,0.01133760939268533,192.168.1.8,10.227.79.254,1,0
2015-02-08 20:57:00.369,3,1423457820.180432,37.77932808272334,-122.4389182125427,62.05655,0,175.4296875,4,10,-9999,1423457820.316085,13.26751613616943,-16.70953369140625,-38.66892242431641,345.8992004394531,332.1153869628906,15,1778.719397875,0.0361480712890625,-0.8296661376953125,-0.5432891845703125,1778.6980595,-0.0006117281023912011,-0.1016169061336085,-0.01088886674900698,192.168.1.8,10.227.79.254,1,0
2015-02-08 20:57:00.460,4,1423457820.180432,37.77932808272334,-122.4389182125427,62.05655,0,175.4296875,4,10,-9999,1423457820.420444,13.23341083526611,-16.77749633789062,-38.46922302246094,345.9510192871094,332.1672058105469,15,1778.778275666667,0.0169219970703125,-0.8164215087890625,-0.5598907470703125,1778.770546,0.01982244062567778,-0.02805187471013164,0.0006721818591359997,192.168.1.8,10.227.79.254,1,0
2015-02-08 20:57:00.488,5,1423457820.180432,37.77932808272334,-122.4389182125427,62.05655,0,175.4296875,4,10,-9999,1423457820.47308,12.84122180938721,-16.69253540039062,-38.38601684570312,345.9630432128906,332.1792297363281,15,1778.837160291667,0.0187225341796875,-0.8133544921875,-0.57000732421875,1778.843033416667,-0.04337703520299262,-0.140724095160877,-0.04407504972470239,192.168.1.8,10.227.79.254,1,0
2015-02-08 20:57:00.560,6,1423457820.180432,37.77932808272334,-122.4389182125427,62.05655,0,175.4296875,4,10,-9999,1423457820.524286,12.17620086669922,-16.60757446289062,-38.40265655517578,346.8260192871094,333.0422058105469,15,1778.896052,0.017730712890625,-0.8104705810546875,-0.5803070068359375,1778.879275875,-0.1343796464959812,-0.3269163396126769,-0.099148422119214,192.168.1.8,10.227.79.254,1,0
2015-02-08 20:57:00.605,7,1423457820.180432,37.77932808272334,-122.4389182125427,62.05655,0,175.4296875,4,10,-9999,1423457820.576196,11.71580219268799,-16.5225830078125,-38.98511505126953,347.6290588378906,333.8452453613281,15,1778.954930541667,0.033935546875,-0.8143157958984375,-0.596771240234375,1778.9517635,0.01873267510761736,-0.05624489695803748,-0.05610508100080832,192.168.1.8,10.227.79.254,1,0
2015-02-08 20:57:00.664,8,1423457820.180432,37.77932808272334,-122.4389182125427,62.05655,0,175.4296875,4,10,-9999,1423457820.627729,11.59644031524658,-16.36965942382812,-39.26802825927734,347.9449768066406,334.1611633300781,15,1779.013817916667,0.0210113525390625,-0.8126983642578125,-0.5504608154296875,1778.988005958333,0.04320153288715639,-0.0386310158243624,-0.03335236422771635,192.168.1.8,10.227.79.254,1,0
2015-02-08 20:57:00.730,9,1423457820.180432,37.77932808272334,-122.4389182125427,62.05655,0,175.4296875,4,10,-9999,1423457820.681171,11.56233596801758,-16.53961181640625,-39.30130767822266,348.1044311523438,334.3206176757812,15,1779.072693041667,0.0194091796875,-0.812652587890625,-0.5650482177734375,1779.060493666667,-0.0008490157555172611,-0.06494304739434528,-0.03138615239491085,192.168.1.8,10.227.79.254,1,0
2015-02-08 20:57:00.782,10,1423457820.180432,37.77932808272334,-122.4389182125427,62.05655,0,175.4296875,4,10,-9999,1423457820.732326,11.54528427124023,-16.18276977539062,-39.184814453125,348.1166076660156,334.3327941894531,15,1779.131575625,0.0182952880859375,-0.8154754638671875,-0.5782318115234375,1779.13298,-0.1013215615687187,-0.3102468154015439,-0.09840566649119091,192.168.1.8,10.227.79.254,1,0
2015-02-08 20:57:00.859,11,1423457820.180432,37.77932808272334,-122.4389182125427,62.05655,0,175.4296875,4,10,-9999,1423457820.834314,11.25540542602539,-15.7579345703125,-39.43443298339844,348.3492431640625,334.5654296875,15,1779.190453833334,0.0278472900390625,-0.814208984375,-0.5824432373046875,1779.169223708333,-0.1805202439621491,-0.4168342453936763,-0.1359386609981136,192.168.1.8,10.227.79.254,1,0
2015-02-08 20:57:00.900,12,1423457820.180432,37.77932808272334,-122.4389182125427,62.05655,0,175.4296875,4,10,-9999,1423457820.887502,10.62448501586914,-15.57101440429688,-39.71734619140625,349.0877685546875,335.303955078125,15,1779.24935225,0.0021209716796875,-0.8025360107421875,-0.580047607421875,1779.241709916667,0.09524103216784975,0.09220636010570446,0.01829538405662635,192.168.1.8,10.227.79.254,1,0
2015-02-08 20:57:00.961,13,1423457820.180432,37.77932808272334,-122.4389182125427,62.05655,0,175.4296875,4,10,-9999,1423457820.939172,10.02767086029053,-15.35009765625,-39.70070648193359,350.3758544921875,336.592041015625,15,1779.308249916667,0.011383056640625,-0.80865478515625,-0.5958251953125,1779.277953875,-0.0231300866995562,-0.03683205050801388,-0.03450231718641256,192.168.1.8,10.227.79.254,1,0
2015-02-08 20:57:01.029,14,1423457820.180432,37.77932808272334,-122.4389182125427,62.05655,0,175.4296875,4,10,-9999,1423457820.991083,10.30049896240234,-14.9422607421875,-39.70070648193359,350.196533203125,336.4127197265625,15,1779.367238625,0.0079498291015625,-0.80218505859375,-0.57745361328125,1779.350440208333,0.01470863870050763,0.001579520842525996,-0.03187004876497825,192.168.1.8,10.227.79.254,1,0
2015-02-08 20:57:01.077,15,1423457820.180432,37.77932808272334,-122.4389182125427,62.05655,0,175.4296875,4,10,-9999,1423457821.042277,10.4539680480957,-15.1632080078125,-39.88376617431641,349.9108581542969,336.1270446777344,15,1779.426156666667,0.0197296142578125,-0.8078765869140625,-0.5840301513671875,1779.422926583333,0.01594993808459357,0.0002239718476756639,-0.02327522897896552,192.168.1.8,10.227.79.254,1,0
2015-02-08 20:57:01.165,16,1423457820.180432,37.77932808272334,-122.4389182125427,62.05655,0,175.4296875,4,10,-9999,1423457821.148453,10.1129322052002,-15.23117065429688,-39.78391265869141,349.923583984375,336.1397705078125,15,1779.484908416667,0.0216522216796875,-0.8095703125,-0.58404541015625,1779.495413916667,0.02945988797845653,-0.0009329053298547572,-0.03427941060317293,192.168.1.8,10.227.79.254,1,0
2015-02-08 20:57:01.195,17,1423457821.173277,37.77932808272334,-122.4389182125427,62.03775,0,-1,4,10,-9999,1423457821.148453,10.1129322052002,-15.23117065429688,-39.78391265869141,349.923583984375,336.1397705078125,15,1779.543900916667,0.0067596435546875,-0.8114471435546875,-0.5655364990234375,1779.531656541667,0.02827664550613433,-0.007155381216824897,-0.02311117825581664,192.168.1.8,10.227.79.254,1,0
2015-02-08 20:57:01.264,18,1423457821.173277,37.77932808272334,-122.4389182125427,62.03775,0,-1,4,10,-9999,1423457821.250053,10.35165596008301,-15.3331298828125,-39.48435974121094,349.9429626464844,336.1591491699219,15,1779.602659041667,0.0139617919921875,-0.809173583984375,-0.587127685546875,1779.604144083333,0.04990311145423179,0.0755845064780839,0.02124270443501704,192.168.1.8,10.227.79.254,1,0
2015-02-08 20:57:01.312,19,1423457821.173277,37.77932808272334,-122.4389182125427,62.03775,0,-1,4,10,-9999,1423457821.303913,10.283447265625,-15.43505859375,-39.61749267578125,349.9500732421875,336.166259765625,15,1779.661579,0.0092926025390625,-0.8090972900390625,-0.5814971923828125,1779.640386916667,0.05482330156815318,0.07328859530232659,0.01028299760101395,192.168.1.8,10.227.79.254,1,0
2015-02-08 20:57:01.371,20,1423457821.173277,37.77932808272334,-122.4389182125427,62.03775,0,-1,4,10,-9999,1423457821.352864,10.52217483520508,-15.46905517578125,-39.58421325683594,349.7840881347656,336.0002746582031,15,1779.720523333333,0.007415771484375,-0.809326171875,-0.56317138671875,1779.712874291667,0.0696086393080551,0.06479018194777474,0.003132143758042192,192.168.1.8,10.227.79.254,1,0
2015-02-08 20:57:01.465,21,1423457821.173277,37.77932808272334,-122.4389182125427,62.03775,0,-1,4,10,-9999,1423457821.405852,11.08488464355469,-15.52001953125,-39.56756591796875,349.4103088378906,335.6264953613281,15,1779.7792925,0.0276641845703125,-0.815887451171875,-0.5772857666015625,1779.785360666667,-0.00613911894485066,-0.004189152394694641,-0.03902622893013016,192.168.1.8,10.227.79.254,1,0
2015-02-08 20:57:01.490,22,1423457821.173277,37.77932808272334,-122.4389182125427,62.03775,0,-1,4,10,-9999,1423457821.457621,11.03372859954834,-15.70693969726562,-39.38451385498047,348.9948120117188,335.2109985351562,15,1779.838181375,0.028350830078125,-0.8154296875,-0.5780029296875,1779.821604416667,0.008769789469630931,-0.03007827398357293,-0.0188280162746422,192.168.1.8,10.227.79.254,1,0
2015-02-08 20:57:01.563,23,1423457821.173277,37.77932808272334,-122.4389182125427,62.03775,0,-1,4,10,-9999,1423457821.509144,11.27245330810547,-15.46905517578125,-39.0849609375,348.3275451660156,334.5437316894531,15,1779.897051208334,-0.002777099609375,-0.80364990234375,-0.573944091796875,1779.894090833333,0.01734010817361493,-0.02535941884806153,-0.01529266992756201,192.168.1.8,10.227.79.254,1,0
2015-02-08 20:57:01.606,24,1423457821.173277,37.77932808272334,-122.4389182125427,62.03775,0,-1,4,10,-9999,1423457821.563058,11.01667785644531,-15.14620971679688,-39.0350341796875,348.8482360839844,335.0644226074219,15,1779.955941083334,0.0123138427734375,-0.808685302734375,-0.58477783203125,1779.930334583333,0.001281779432655137,-0.013779994428397,-0.04980643870666191,192.168.1.8,10.227.79.254,1,0
2015-02-08 20:57:01.665,25,1423457821.173277,37.77932808272334,-122.4389182125427,62.03775,0,-1,4,10,-9999,1423457821.612375,10.82910823822021,-15.02725219726562,-39.25137329101562,348.8628234863281,335.0790100097656,15,1780.014956583334,0.0168609619140625,-0.8130950927734375,-0.569305419921875,1780.002821,0.01846263057308333,-0.01256266349412178,-0.05965374315333891,192.168.1.8,10.227.79.254,1,0
2015-02-08 20:57:01.763,26,1423457821.173277,37.77932808272334,-122.4389182125427,62.03775,0,-1,4,10,-9999,1423457821.716079,11.05078125,-14.976318359375,-39.30130004882812,348.8975830078125,335.11376953125,15,1780.073695291667,0.0270843505859375,-0.8118438720703125,-0.5650177001953125,1780.075307416667,-3.46210941710301e-06,-0.005168929359734793,-0.05736049513867167,192.168.1.8,10.227.79.254,1,0
2015-02-08 20:57:01.783,27,1423457821.173277,37.77932808272334,-122.4389182125427,62.03775,0,-1,4,10,-9999,1423457821.768486,11.06783294677734,-15.09521484375,-39.68405914306641,348.9172668457031,335.1334533691406,15,1780.132577041667,0.02886962890625,-0.8080596923828125,-0.5743865966796875,1780.111551208333,-0.01099432792817412,-0.01484898728995481,-0.05220381631995125,192.168.1.8,10.227.79.254,1,0
2015-02-08 20:57:01.864,28,1423457821.173277,37.77932808272334,-122.4389182125427,62.03775,0,-1,4,10,-9999,1423457821.819904,11.17014312744141,-15.43508911132812,-39.78391265869141,348.9286193847656,335.1448059082031,15,1780.191462666667,0.024169921875,-0.8158111572265625,-0.5904541015625,1780.184037583334,-0.0135512288907592,0.005211539937176061,-0.01600906026079332,192.168.1.8,10.227.79.254,1,0
2015-02-08 20:57:01.902,29,1423457821.173277,37.77932808272334,-122.4389182125427,62.03775,0,-1,4,10,-9999,1423457821.87176,11.27245235443115,-15.740966796875,-39.384521484375,348.9321594238281,335.1483459472656,15,1780.250344458334,0.019622802734375,-0.8116912841796875,-0.567626953125,1780.256525333333,0.0221689518621466,-0.01202816706334288,-0.01808472801440108,192.168.1.8,10.227.79.254,1,0
2015-02-08 20:57:01.965,30,1423457821.173277,37.77932808272334,-122.4389182125427,62.03775,0,-1,4,10,-9999,1423457821.92319,11.08488368988037,-15.62197875976562,-39.26802825927734,348.9369506835938,335.1531372070312,15,1780.309226,0.0047760009765625,-0.806884765625,-0.5730133056640625,1780.292767833334,-0.008506935470040111,-0.01555392603049878,-0.008154865573931636,192.168.1.8,10.227.79.254,1,0
2015-02-08 20:57:02.031,31,1423457821.173277,37.77932808272334,-122.4389182125427,62.03775,0,-1,4,10,-9999,1423457822.027618,10.65858936309814,-15.23114013671875,-39.48435211181641,348.9864807128906,335.2026672363281,15,1780.368109666667,0.0216522216796875,-0.808624267578125,-0.5857086181640625,1780.365255541667,0.0198229732578958,-0.03015390775853118,-0.02006904934261912,192.168.1.8,10.227.79.254,1,0
