loggingTime,loggingSample,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationFloor,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionMagneticFieldCalibrationAccuracy,IP_en0,IP_pdp_ip0,deviceOrientation,state
2015-02-08 21:20:27.186,1,1423459226.241843,37.77933189648928,-122.4388240837701,62.17062,0.34,84.375,4,10,-9999,2713.286613166667,0.083038330078125,-0.5816497802734375,-0.8796539306640625,2713.290206666667,-0.565345157265836,-0.3388760634360047,-0.02712695886354712,2713.253957875,-1.74293045232278,0.1417007266311447,0.6446706546497275,-0.7061468362808228,-0.2539829313755035,0.04519521072506905,-0.003507418790832162,-0.01146101392805576,0.07107171416282654,XArbitraryZVertical,0.2547876034699534,-0.1985950633267242,-0.7096035949641819,0.6261836918622141,0.1128824204206467,-0.6009352207183838,-0.7912865281105042,0,0,0,-1,192.168.1.8,10.227.79.254,1,0
2015-02-08 21:20:27.275,2,1423459227.220436,37.77933118402751,-122.4388176297047,61.92923,0.38,84.375,4,10,-9999,2713.34549825,0.139373779296875,-0.545501708984375,-0.7664337158203125,2713.3264545,-0.4248168044450797,-0.4299356663763211,-0.09358028491207633,2713.3264545,-1.737839381170445,0.1146072286655318,0.6043507787819361,-0.4276295304298401,-0.4206635355949402,-0.06607873737812042,0.05371122062206268,-0.0179384108632803,0.04794170707464218,XArbitraryZVertical,0.2335825031567507,-0.1915795791107308,-0.7168315672369719,0.6284019281473913,0.09410066902637482,-0.5682279467582703,-0.8174729347229004,0,0,0,-1,192.168.1.8,10.227.79.254,1,0
2015-02-08 21:20:27.294,3,1423459227.220436,37.77933118402751,-122.4388176297047,61.92923,0.38,84.375,4,10,-9999,2713.404380041667,0.0409698486328125,-0.554779052734375,-0.7986602783203125,2713.398951166667,-0.04341964578043388,-0.3292902814083735,0.003497529459601063,2713.362702375,-1.735997656944636,0.09552518111401649,0.594329038835567,-0.1690821051597595,-0.5039792060852051,0.08616151660680771,0.01434389967471361,-0.01280093379318714,-0.07433126866817474,XArbitraryZVertical,0.2238774658567352,-0.1936629319176654,-0.719725420525352,0.6279879522190027,0.07902462780475616,-0.559952974319458,-0.8247470855712891,0,0,0,-1,192.168.1.8,10.227.79.254,1,0
2015-02-08 21:20:27.356,4,1423459227.220436,37.77933118402751,-122.4388176297047,61.92923,0.38,84.375,4,10,-9999,2713.463279125,0.034698486328125,-0.56488037109375,-0.8180389404296875,2713.471446916667,0.08298782799239518,-0.1166901315873479,-0.02289066851755808,2713.435199041667,-1.732833241513532,0.06796528175040972,0.5905634284578739,0.05689847469329834,-0.3193717896938324,-0.06568871438503265,0.001939258654601872,0.008855476975440979,0.03061366267502308,XArbitraryZVertical,0.213107327539497,-0.2005756306951839,-0.7222100043379424,0.6267115707838687,0.05641034990549088,-0.5568290948867798,-0.8287093639373779,0,0,0,-1,192.168.1.8,10.227.79.254,1,0
2015-02-08 21:20:27.454,5,1423459227.220436,37.77933118402751,-122.4388176297047,61.92923,0.38,84.375,4,10,-9999,2713.522173458333,0.032806396484375,-0.547821044921875,-0.736083984375,2713.507695708333,-0.06219359988494747,-0.06379735549339319,0.08489997765507207,2713.507695708333,-1.731083540161309,0.05845311653200357,0.5946976192495352,-0.06497356295585632,-0.05449512228369713,0.1125469356775284,0.01093597337603569,0.03839246928691864,0.08000080287456512,XArbitraryZVertical,0.211115612814006,-0.2048867123458311,-0.7221708197855246,0.626035893683883,0.04839019849896431,-0.5602583289146423,-0.8269032835960388,0,0,0,-1,192.168.1.8,10.227.79.254,1,0
2015-02-08 21:20:27.472,6,1423459227.220436,37.77933118402751,-122.4388176297047,61.92923,0.38,84.375,4,10,-9999,2713.58106425,0.0502777099609375,-0.5438385009765625,-0.7569427490234375,2713.580191458334,-0.01615500148852967,0.03048280815315597,-0.003187271192606832,2713.543943583334,-1.726149827733023,0.05486399672791265,0.5916878853235821,-0.1380231231451035,0.03771280869841576,0.06753965467214584,-0.02395362965762615,-0.01370940543711185,-0.03167629614472389,XArbitraryZVertical,0.2094007675703992,-0.2043906507779699,-0.7213626220957156,0.6277035509368024,0.0455143004655838,-0.5577627420425415,-0.8287515640258789,0,0,0,-1,192.168.1.8,10.227.79.254,1,0
2015-02-08 21:20:27.568,7,1423459227.220436,37.77933118402751,-122.4388176297047,61.92923,0.38,84.375,4,10,-9999,2713.639955416667,0.0369873046875,-0.573272705078125,-0.8183135986328125,2713.616440291667,-0.01708790681838442,-0.01690201817429689,0.005349757997751173,2713.616440291667,-1.723564951573184,0.05645292982972953,0.5883280166563096,-0.0198672991245985,-0.007599812466651201,0.03299606963992119,0.01246592123061419,0.03276938945055008,-0.01322071999311447,XArbitraryZVertical,0.2092014910647377,-0.2023918641992775,-0.7207840617395804,0.6290807625292762,0.04693654552102089,-0.554970920085907,-0.8305445313453674,0,0,0,-1,192.168.1.8,10.227.79.254,1,0
2015-02-08 21:20:27.588,8,1423459227.220436,37.77933118402751,-122.4388176297047,61.92923,0.38,84.375,4,10,-9999,2713.698870416667,0.034698486328125,-0.54559326171875,-0.8209381103515625,2713.688936041667,0.130304743712051,-0.01725488701873239,0.02466539906798688,2713.688936041667,-1.7202782288097,0.05317664526709853,0.589257851155755,0.1275212615728378,-0.007953696884214878,0.05231166630983353,-0.0171949528157711,-0.02021406404674053,0.03814023360610008,XArbitraryZVertical,0.2086418907465423,-0.2034194251099378,-0.7199816361318939,0.6298535881825891,0.0441877506673336,-0.5557441711425781,-0.8301782011985779,0,0,0,-1,192.168.1.8,10.227.79.254,1,0
2015-02-08 21:20:27.647,9,1423459227.220436,37.77933118402751,-122.4388176297047,61.92923,0.38,84.375,4,10,-9999,2713.757764833334,0.04803466796875,-0.5382537841796875,-0.7818450927734375,2713.761432708333,-0.02332503009135,-0.006333796020535452,-0.0475036033120704,2713.725184791667,-1.71992898226425,0.05330152524663787,0.5901410554348363,-0.01028471812605858,0.02690832875669003,-0.009483247064054012,-0.0169672816991806,0.007177078630775213,0.04325948283076286,XArbitraryZVertical,0.2089953640016452,-0.2036659823735354,-0.7197540454176032,0.6299168354272083,0.0442652553319931,-0.5564782023429871,-0.8296822309494019,0,0,0,-1,192.168.1.8,10.227.79.254,1,0
2015-02-08 21:20:27.706,10,1423459227.220436,37.77933118402751,-122.4388176297047,61.92923,0.38,84.375,4,10,-9999,2713.816654125,0.0539703369140625,-0.540496826171875,-0.801361083984375,2713.797680583334,-0.07882690510525538,0.0317408854521094,-0.04958832581338442,2713.797680583334,-1.721388798233423,0.05617276803631686,0.5882964101780637,-0.08161158859729767,0.04104257002472878,-0.02194327116012573,-0.006467413622885942,0.001599907642230392,0.03966635465621948,XArbitraryZVertical,0.2093109525267207,-0.20224079904133,-0.7201322259296844,0.6298389965165945,0.04670483991503716,-0.554944634437561,-0.830575168132782,0,0,0,-1,192.168.1.8,10.227.79.254,1,0
