loggingTime,loggingSample,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationFloor,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionMagneticFieldCalibrationAccuracy,IP_en0,IP_pdp_ip0,deviceOrientation,state
2015-02-08 21:18:57.165,11,1423459137.116358,37.77941634416374,-122.438858198116,62.9296,0.7,68.203125,4,10,-9999,2623.25388725,0.1630706787109375,-0.2711181640625,-1.22796630859375,2623.256501875,-0.5216077963673557,0.1320411247427827,-0.09903124303125052,2623.220255208334,2.581481526412674,-0.02058469527900543,0.2295041256683855,-1.350089311599731,-0.7309378385543823,-0.5550938248634338,0.1256953924894333,0.02398820966482162,-0.3233477473258972,XArbitraryZVertical,0.0414733978671891,0.1072074935802123,0.9543432131152096,0.2757091622898177,-0.02004353515803814,-0.2274946719408035,-0.9735730290412903,0,0,0,-1,192.168.1.8,10.227.79.254,5,0
2015-02-08 21:18:57.206,12,1423459137.116358,37.77941634416374,-122.438858198116,62.9296,0.7,68.203125,4,10,-9999,2623.312763583333,0.0166778564453125,-0.3680419921875,-1.142684936523438,2623.292748458333,-0.2048418289334067,-0.04194505348485701,0.005095692429757615,2623.292748458333,2.572303137932329,-0.02065933468008877,0.1890631035746252,-0.2118504345417023,-0.02896948717534542,0.04286283627152443,0.1324266046285629,-0.1647681295871735,-0.1693350076675415,XArbitraryZVertical,0.03637466551722696,0.08770010259399798,0.955151572833676,0.2804835977858311,-0.02028975822031498,-0.187938779592514,-0.9819711446762085,0,0,0,-1,192.168.1.8,10.227.79.254,5,0
2015-02-08 21:18:57.262,13,1423459137.116358,37.77941634416374,-122.438858198116,62.9296,0.7,68.203125,4,10,-9999,2623.371696166667,-0.00714111328125,-0.3640899658203125,-0.9398193359375,2623.365241916667,0.3527519316636446,-0.2714514825379236,-0.2726725418977249,2623.328995291667,2.565717332951137,-0.02820240274744358,0.1897410880471684,0.2267229706048965,-0.2841238379478455,-0.312329888343811,0.04815462231636047,-0.1919190436601639,-0.1502801775932312,XArbitraryZVertical,0.04035726130455033,0.08683319499156454,0.9540456442999182,0.2839510456045616,-0.02769258618354797,-0.1886046379804611,-0.9816625714302063,0,0,0,-1,192.168.1.8,10.227.79.254,5,0
2015-02-08 21:18:57.350,14,1423459137.116358,37.77941634416374,-122.438858198116,62.9296,0.7,68.203125,4,10,-9999,2623.430513833333,-0.096405029296875,-0.3019256591796875,-0.7754364013671875,2623.401488625,0.6557344425597793,-0.2026377968152572,-0.1893289155836952,2623.401488625,2.550150165679673,-0.04304217747475977,0.2279294012851803,0.648766040802002,-0.1896643936634064,-0.1515616923570633,-0.07562244683504105,-0.08626437932252884,0.0399455651640892,XArbitraryZVertical,0.05358497559528829,0.1025259984932335,0.9494535791516795,0.2918132468883133,-0.04191600531339645,-0.2259609699249268,-0.9732341170310974,0,0,0,-1,192.168.1.8,10.227.79.254,5,0
2015-02-08 21:18:57.379,15,1423459137.116358,37.77941634416374,-122.438858198116,62.9296,0.7,68.203125,4,10,-9999,2623.489498,-0.0984344482421875,-0.28765869140625,-0.7139739990234375,2623.473982125,1.050732631227569,-0.5271002997995351,-0.1928552071830691,2623.473982125,2.544319487006583,-0.05292483237995567,0.2913640975674977,1.043764352798462,-0.5141270756721497,-0.1550885140895844,-0.06186302751302719,-0.005068784113973379,0.1980583667755127,XArbitraryZVertical,0.06771611404912442,0.1309910616823055,0.9441533334412984,0.2946699044848807,-0.05067054182291031,-0.2872591018676758,-0.9565117359161377,0,0,0,-1,192.168.1.8,10.227.79.254,5,0
2015-02-08 21:18:57.453,16,1423459137.116358,37.77941634416374,-122.438858198116,62.9296,0.7,68.203125,4,10,-9999,2623.548274583333,-0.0601806640625,-0.3735198974609375,-0.972900390625,2623.5464755,-0.1680047184193217,-1.465967648386653,-0.2391361532386841,2623.510228541667,2.537288029480394,-0.0810277239781409,0.3161936089999574,0.3304612040519714,-0.9594577550888062,-0.1902720630168915,0.005057709757238626,-0.02249918878078461,0.2596092522144318,XArbitraryZVertical,0.08499727986530695,0.1382810960570628,0.9401207184519947,0.2997112537528019,-0.07692660391330719,-0.3109511435031891,-0.9473075866699219,0,0,0,-1,192.168.1.8,10.227.79.254,5,0
2015-02-08 21:18:57.497,17,1423459137.116358,37.77941634416374,-122.438858198116,62.9296,0.7,68.203125,4,10,-9999,2623.607269791667,-0.0695037841796875,-0.3579864501953125,-0.8836822509765625,2623.618968833333,-0.7901785375541406,0.6990374418844678,0.2137338574970723,2623.582722208334,2.528857650772057,-0.1590074057392568,0.310238792704785,-0.2191631495952606,-0.4239795506000519,0.12256970256567,0.05351973325014114,-0.013470065779984,-0.02455010637640953,XArbitraryZVertical,0.1212616406236433,0.123173378449813,0.9353114208460469,0.3087336706442717,-0.1507792621850967,-0.3052860498428345,-0.9402478933334351,0,0,0,-1,192.168.1.8,10.227.79.254,5,0
2015-02-08 21:18:57.557,18,1423459137.116358,37.77941634416374,-122.438858198116,62.9296,0.7,68.203125,4,10,-9999,2623.666154,-0.07568359375,-0.3235321044921875,-0.9015655517578125,2623.655215625,-1.394745133458009,0.5492508758501601,0.2051451629815668,2623.618968833333,2.532918859231487,-0.143010167241817,0.2936787381947918,-0.7971289157867432,0.712022602558136,0.2514937520027161,0.06389610469341278,-0.06986907124519348,0.05923039466142654,XArbitraryZVertical,0.1111594724494872,0.1180532854612703,0.9382347314395895,0.3056510791687928,-0.1364211291074753,-0.2894754111766815,-0.9474139809608459,0,0,0,-1,192.168.1.8,10.227.79.254,5,0
2015-02-08 21:18:57.621,19,1423459137.116358,37.77941634416374,-122.438858198116,62.9296,0.7,68.203125,4,10,-9999,2623.724927333334,-0.2824249267578125,-0.289703369140625,-1.178390502929688,2623.727708958334,-0.4936539259853389,0.1959319571904377,0.06321572111131989,2623.691462208334,2.537815928114282,-0.1182979236406767,0.1944621716984381,-1.625288963317871,-0.2197929471731186,0.3156458139419556,-0.02838261239230633,-0.1322616189718246,-0.1509802341461182,XArbitraryZVertical,0.08498764556006207,0.07503256349170612,0.946899044134994,0.3008810641005327,-0.115797683596611,-0.1932388693094254,-0.9742944240570068,0,0,0,-1,192.168.1.8,10.227.79.254,5,0
2015-02-08 21:18:57.674,20,1423459137.116358,37.77941634416374,-122.438858198116,62.9296,0.7,68.203125,4,10,-9999,2623.783927708334,-0.169036865234375,-0.2448272705078125,-1.092971801757812,2623.76395575,-0.311728065599846,0.7428240712631146,-0.2175762663178386,2623.76395575,2.538612771491405,-0.09899994189859325,0.1473200228407698,-0.3186174631118774,0.7557351589202881,-0.1797608584165573,-0.1873580366373062,-0.1178454607725143,-0.2094162851572037,XArbitraryZVertical,0.06894616274406885,0.05553507996315885,0.9500580199490533,0.2992524691073606,-0.09776768833398819,-0.1467877179384232,-0.98432457447052,0,0,0,-1,192.168.1.8,10.227.79.254,5,0
2015-02-08 21:18:57.752,21,1423459137.116358,37.77941634416374,-122.438858198116,62.9296,0.7,68.203125,4,10,-9999,2623.842697833334,-0.0921783447265625,-0.1895599365234375,-0.9419708251953125,2623.836448958334,0.1950176939882134,0.2115878822906865,-0.311494240056137,2623.836448958334,2.51940083785399,-0.06450010765705728,0.1468745313577943,0.1881341338157654,0.224488839507103,-0.2736752331256866,-0.05005388334393501,-0.0360717885196209,0.004296650644391775,XArbitraryZVertical,0.05306137472296019,0.05996954059275166,0.9482148804292519,0.3073705991895728,-0.06376142054796219,-0.1463470309972763,-0.9871762990951538,0,0,0,-1,192.168.1.8,10.227.79.254,5,0
2015-02-08 21:18:57.791,22,1423459137.116358,37.77941634416374,-122.438858198116,62.9296,0.7,68.203125,4,10,-9999,2623.901552625,-0.01873779296875,-0.15435791015625,-0.8797454833984375,2623.908942666667,0.6658451336382651,-0.0572302665613668,-0.2725263343538796,2623.872696,2.509239654005937,-0.0571047047364412,0.1614058535194986,0.5594976544380188,0.1455812901258469,-0.3139386773109436,-0.01120355166494846,-0.004851915873587132,0.08007427304983139,XArbitraryZVertical,0.05210095615811099,0.06774029436672341,0.9462361143493783,0.3119839078983472,-0.05633185058832169,-0.1607059389352798,-0.9853934645652771,0,0,0,-1,192.168.1.8,10.227.79.254,5,0
2015-02-08 21:18:57.851,23,1423459137.116358,37.77941634416374,-122.438858198116,62.9296,0.7,68.203125,4,10,-9999,2623.960430583334,-0.137451171875,-0.1221923828125,-0.98504638671875,2623.945189083333,1.036016801992118,-0.7264134063099373,-0.1474315326823506,2623.945189083333,2.49657390224354,-0.06796736448797289,0.2142973154343326,1.029134154319763,-0.7135136127471924,-0.1096129864454269,0.003785268636420369,0.07839878648519516,-0.0510394349694252,XArbitraryZVertical,0.06591656289903955,0.09066428006835343,0.9413076574326188,0.3183942353655196,-0.06636156141757965,-0.2126608639955521,-0.974869966506958,0,0,0,-1,192.168.1.8,10.227.79.254,5,0
2015-02-08 21:18:57.920,24,1423459137.116358,37.77941634416374,-122.438858198116,62.9296,0.7,68.203125,4,10,-9999,2624.019312916667,-0.0155029296875,-0.255126953125,-0.751678466796875,2624.017682833333,0.5248914739914233,0.1019103864857352,-0.2200229124112944,2623.981436208333,2.495197190494437,-0.07691236525527838,0.2563670782176413,1.187397122383118,0.1099117398262024,-0.1588180810213089,-0.01658651418983936,0.08549248427152634,0.1375993490219116,XArbitraryZVertical,0.07672674121388695,0.1090140842846213,0.9381889365606237,0.3194220654957054,-0.07432535290718079,-0.2535680532455444,-0.9644578695297241,0,0,0,-1,192.168.1.8,10.227.79.254,5,0
2015-02-08 21:18:57.968,25,1423459137.116358,37.77941634416374,-122.438858198116,62.9296,0.7,68.203125,4,10,-9999,2624.07825225,-0.0252227783203125,-0.2229461669921875,-0.9801788330078125,2624.053929333334,0.2859598515244573,-0.007130081186469145,-0.4015463691560764,2624.053929333334,2.481904055701353,-0.06486387268810111,0.2955810175031059,0.279072493314743,0.005772161297500134,-0.3637294769287109,0.0144152594730258,0.04414911195635796,0.0480356365442276,XArbitraryZVertical,0.07801337871288916,0.1288535908609917,0.9337406271002207,0.3247138835444648,-0.06200742349028587,-0.2912957072257996,-0.9546213150024414,0,0,0,-1,192.168.1.8,10.227.79.254,5,0
2015-02-08 21:18:58.050,26,1423459137.116358,37.77941634416374,-122.438858198116,62.9296,0.7,68.203125,4,10,-9999,2624.137094041667,0.087554931640625,-0.2288360595703125,-0.9967041015625,2624.126423041667,-0.0306553809917931,0.1687575940594871,-0.2378386611555975,2624.126423041667,2.454789456556128,-0.03427775147132158,0.3071549127289009,-0.03755155950784683,0.1816711872816086,-0.2000265866518021,0.1341685354709625,0.05605581775307655,-0.02325341291725636,XArbitraryZVertical,0.06744520913628833,0.1383195330589122,0.9295127890892281,0.3351489601035708,-0.03266707435250282,-0.3023479282855988,-0.9526376724243164,0,0,0,-1,192.168.1.8,10.227.79.254,5,0
2015-02-08 21:18:58.086,27,1423459137.116358,37.77941634416374,-122.438858198116,62.9296,0.7,68.203125,4,10,-9999,2624.195978083334,0.033172607421875,-0.258880615234375,-0.753021240234375,2624.198916666667,0.1766621224909513,0.4332555629912138,0.0168788486728132,2624.162669541667,2.45083017848843,-0.01969330521958595,0.3064366537202163,0.1881472915410995,0.2468120157718658,0.008306514471769333,0.06729762256145477,0.06176453083753586,0.03840423747897148,XArbitraryZVertical,0.06082415257398841,0.1403053233232731,0.9293694288521203,0.3359870584202697,-0.01877466961741447,-0.3016632199287415,-0.9532296657562256,0,0,0,-1,192.168.1.8,10.227.79.254,5,0
2015-02-08 21:18:58.154,28,1423459137.116358,37.77941634416374,-122.438858198116,62.9296,0.7,68.203125,4,10,-9999,2624.254861166667,0.01397705078125,-0.3813323974609375,-0.831298828125,2624.235163125,-0.2611916544383934,-0.04264626379987487,0.2376242766878461,2624.235163125,2.457941354008797,-0.0007244712090770796,0.311417297677756,-0.2680957913398743,-0.02970552071928978,0.2754252851009369,0.09181511402130127,0.005779407452791929,0.3106036186218262,XArbitraryZVertical,0.05232122387010061,0.1459879690764394,0.9307271995573537,0.3312051968520593,-0.0006896242848597467,-0.3064080774784088,-0.9519000053405762,0,0,0,-1,192.168.1.8,10.227.79.254,5,0
