loggingTime,loggingSample,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationFloor,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionMagneticFieldCalibrationAccuracy,IP_en0,IP_pdp_ip0,deviceOrientation
2015-02-09 13:27:59.352,1,1423517276.553496,37.78888644910438,-122.3987894700533,13.79177,-1,-1,10,65,-9999,1423517279.308134,-80.48459625244141,264.5165100097656,-68.03102874755859,32.25229644775391,18.47336578369141,-1,28413.548954625,0.0662841796875,-0.66656494140625,-0.745361328125,28413.5327525,0.02600763225738682,-0.01966344990860006,0.1594666239645277,28413.5327525,0.06974475393879245,0.05920249633035247,0.7174976805465308,0.009572590701282024,-0.004907527938485146,0.198454961180687,0.04337139427661896,-0.03738390281796455,0.03550431877374649,XTrueNorthZVertical,0.3497696069369979,0.03993179499386187,0.04301662366471363,0.934995317581964,0.04458026587963104,-0.6575013399124146,-0.7521333694458008,0,0,0,-1,0.0.0.0,10.227.79.254,1
2015-02-09 13:27:59.444,2,1423517276.553496,37.78888644910438,-122.3987894700533,13.79177,-1,-1,10,65,-9999,1423517279.412397,-81.01319885253906,264.3975524902344,-68.28066253662109,32.31571960449219,18.53678703308105,-1,28413.64722154167,0.0133209228515625,-0.649566650390625,-0.7681427001953125,28413.6363045,-0.1553874601228533,-0.2830660606839772,0.1321915933443722,28413.6363045,0.09718717274856267,0.01122071639388609,0.7054298297549757,-0.1718132197856903,-0.2683055996894836,0.1711759269237518,0.01561214122921228,-0.03553779423236847,0.02510947361588478,XTrueNorthZVertical,0.3447779074242977,0.02203836451017439,0.04751920366324878,0.9372216548528171,0.008542521856725216,-0.6483611464500427,-0.7612850069999695,0,0,0,-1,0.0.0.0,10.227.79.254,1
2015-02-09 13:27:59.540,3,1423517276.553496,37.78888644910438,-122.3987894700533,13.79177,-1,-1,10,65,-9999,1423517279.516888,-81.81462097167969,264.75439453125,-68.23072814941406,32.44682312011719,18.66789245605469,-1,28413.74521320833,-0.0218658447265625,-0.6038665771484375,-0.80267333984375,28413.73985633333,-0.1620384386292172,-0.2120297007155306,0.009312808015898087,28413.6363045,0.09718717274856267,0.01122071639388609,0.7054298297549757,-0.1718132197856903,-0.2683055996894836,0.1711759269237518,0.01561214122921228,-0.03553779423236847,0.02510947361588478,XTrueNorthZVertical,0.3447779074242977,0.02203836451017439,0.04751920366324878,0.9372216548528171,0.008542521856725216,-0.6483611464500427,-0.7612850069999695,0,0,0,-1,0.0.0.0,10.227.79.254,1
2015-02-09 13:27:59.641,4,1423517276.553496,37.78888644910438,-122.3987894700533,13.79177,-1,-1,10,65,-9999,1423517279.619944,-82.29205322265625,264.6524353027344,-68.39714813232422,32.4801139831543,18.70118141174316,-1,28413.84332295834,-0.02276611328125,-0.60723876953125,-0.7592010498046875,28413.84340920833,0.1990923304560347,-0.2263702905533893,-0.04724128194469759,28413.73985633333,0.11701380726469,-0.01322380964624031,0.6903091438132113,-0.1784716695547104,-0.1972725838422775,0.04829810559749603,-0.01246339082717896,0.02671393193304539,-0.01739407330751419,XTrueNorthZVertical,0.3381196539022578,0.01357236251815669,0.05279050210900468,0.9395233118490331,-0.01019591093063354,-0.6367755532264709,-0.7709817886352539,0,0,0,-1,0.0.0.0,10.227.79.254,1
2015-02-09 13:27:59.737,5,1423517276.553496,37.78888644910438,-122.3987894700533,13.79177,-1,-1,10,65,-9999,1423517279.723306,-83.33222961425781,264.0917053222656,-68.94631958007812,32.79220962524414,19.01327705383301,-1,28413.94144708334,-0.035491943359375,-0.633270263671875,-0.7051239013671875,28413.946961125,0.01313550944459783,-0.1541030175291081,-0.1502579455472517,28413.84340920833,0.1207426500471291,-0.03249926601030954,0.6951006035856403,0.1826234310865402,-0.2116291224956512,-0.00824662484228611,0.002188581041991711,0.03322393447160721,0.00838268268853426,XTrueNorthZVertical,0.3408519778638485,0.005297445475339309,0.05119552639322626,0.938707027956573,-0.02495469339191914,-0.6404626965522766,-0.7675837278366089,0,0,0,-1,0.0.0.0,10.227.79.254,1
2015-02-09 13:27:59.835,6,1423517276.553496,37.78888644910438,-122.3987894700533,13.79177,-1,-1,10,65,-9999,1423517279.828153,-84.69637298583984,264.2955932617188,-69.01289367675781,33.28053283691406,19.50160026550293,-1,28414.03958191667,-0.0477142333984375,-0.619659423828125,-0.7264404296875,28413.946961125,0.01313550944459783,-0.1541030175291081,-0.1502579455472517,28413.946961125,0.1192315971715202,-0.06379970323678195,0.7049202370577835,-0.003316937247291207,-0.139358326792717,-0.1112660467624664,0.01306898612529039,0.01470281556248665,0.05498972535133362,XTrueNorthZVertical,0.3462026297115475,-0.009323412383503536,0.0448987618047545,0.9370383740011611,-0.04856092855334282,-0.6479730606079102,-0.7601135969161987,0,0,0,-1,0.0.0.0,10.227.79.254,1
2015-02-09 13:27:59.933,7,1423517276.553496,37.78888644910438,-122.3987894700533,13.79177,-1,-1,10,65,-9999,1423517279.828153,-84.69637298583984,264.2955932617188,-69.01289367675781,33.28053283691406,19.50160026550293,-1,28414.13770558334,-0.0016632080078125,-0.6280517578125,-0.7952728271484375,28414.05051308333,-0.5537446938735598,-0.2652396592953138,-0.4057554952589466,28414.05051308333,0.08976954850040526,-0.06010539995250272,0.6852935148886862,-0.5704424381256104,-0.2502354085445404,-0.366703987121582,0.02981447242200375,0.0247765090316534,0.06559034436941147,XTrueNorthZVertical,0.3367610979962966,-0.01320436482236666,0.03215683407931313,0.9409482162414494,-0.0465075895190239,-0.6329002976417542,-0.7728351950645447,0,0,0,-1,0.0.0.0,10.227.79.254,1
2015-02-09 13:28:00.049,8,1423517276.553496,37.78888644910438,-122.3987894700533,13.79177,-1,-1,10,65,-9999,1423517279.931423,-84.81573486328125,266.0119323730469,-69.96146392822266,33.17423248291016,19.39530181884766,-1,28414.23583383334,-0.0629119873046875,-0.5788116455078125,-0.7792816162109375,28414.15406625,0.2534948525719554,0.3368416746792932,0.1745225388711817,28414.15406625,0.07959518862593332,-0.04419492944331752,0.6680189249637974,0.2368122190237045,0.3518632054328918,0.2135586738586426,0.00309825805015862,0.04101704433560371,-0.02644618600606918,XTrueNorthZVertical,0.3283245142520231,-0.007817673877325253,0.03034113466517582,0.9440451858166293,-0.0346839502453804,-0.6194319725036621,-0.7842838168144226,0,0,0,-1,0.0.0.0,10.227.79.254,1
2015-02-09 13:28:00.136,9,1423517276.553496,37.78888644910438,-122.3987894700533,13.79177,-1,-1,10,65,-9999,1423517280.058154,-83.98020172119141,265.62109375,-69.61198425292969,32.9881477355957,19.2092170715332,-1,28414.33400029167,-0.043121337890625,-0.6059112548828125,-0.739715576171875,28414.25761825,-0.1199314649500834,-0.05885239798133406,0.1105661926607107,28414.25761825,0.107407292999606,-0.04073582633862924,0.6710722926707005,-0.1366367638111115,-0.04384748265147209,0.1496144533157349,-0.04032619297504425,0.04200739040970802,-0.001277319388464093,XTrueNorthZVertical,0.3297648154697415,-0.001531891338891261,0.04397739766895395,0.9430370132086034,-0.03189365565776825,-0.6218261122703552,-0.7825056314468384,0,0,0,-1,0.0.0.0,10.227.79.254,1
2015-02-09 13:28:00.229,10,1423517276.553496,37.78888644910438,-122.3987894700533,13.79177,-1,-1,10,65,-9999,1423517280.189129,-83.80967712402344,264.9754028320312,-69.31243896484375,32.79583358764648,19.01690292358398,-1,28414.432129125,-0.025543212890625,-0.637176513671875,-0.7627105712890625,28414.36117025,0.08706752446628756,0.02005253774386063,-0.01289475968205466,28414.36117025,0.1214484346021244,-0.04660292727996189,0.6794783113941217,0.07034323364496231,0.03504675254225731,0.02616077475249767,-0.002365410095080733,0.01904280483722687,0.03848489746451378,XTrueNorthZVertical,0.3338698041252967,-0.001709227068547316,0.04945261335561791,0.9413195373880577,-0.03623932600021362,-0.6283872723579407,-0.7770560383796692,0,0,0,-1,0.0.0.0,10.227.79.254,1
2015-02-09 13:28:00.325,11,1423517276.553496,37.78888644910438,-122.3987894700533,13.79177,-1,-1,10,65,-9999,1423517280.293276,-83.31517791748047,264.3126220703125,-68.96295166015625,32.73402786254883,18.95509719848633,-1,28414.530252875,0.0069580078125,-0.64678955078125,-0.791168212890625,28414.46472345834,0.2370540938984602,0.404020712124869,0.0713295740044643,28414.46472345834,0.1299258520787372,-0.04071834622079131,0.6858811391153119,0.2203526794910431,0.4190321564674377,0.110370010137558,0.003776425030082464,0.009072300046682358,0.02303673140704632,XTrueNorthZVertical,0.3367236724318167,0.002692519088240064,0.05429341859647401,0.9400330544518635,-0.0315016433596611,-0.6333551406860352,-0.7732198238372803,0,0,0,-1,0.0.0.0,10.227.79.254,1
